[00094] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00095] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00096] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00097] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00098] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00099] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00100] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00101] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00102] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00103] DAY      EO=1 IR=1 fused[EO+IR:0.60] tracks[#1]
[00104] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00105] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00106] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00107] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00108] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00109] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00110] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00111] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00112] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00113] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00114] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00115] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00116] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00117] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00118] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00119] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00120] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00121] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00122] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00123] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00124] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00125] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00126] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00127] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00128] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00129] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00130] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00131] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00132] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00133] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00134] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00135] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00136] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00137] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00138] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00139] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00140] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00141] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00142] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00143] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00144] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00145] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00146] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00147] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00148] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00149] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00150] DAY      EO=2 IR=1 fused[EO+IR:0.62] tracks[#1]
[00151] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00152] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00153] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00154] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00155] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00156] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00157] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00158] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00159] DAY      EO=1 IR=1 fused[EO+IR:0.60] tracks[#1]
[00160] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00161] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00162] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00163] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00164] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00165] DAY      EO=1 IR=1 fused[EO+IR:0.60] tracks[#1]
[00166] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00167] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00168] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00169] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00170] DAY      EO=1 IR=1 fused[EO+IR:0.60] tracks[#1]
[00171] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00172] DAY      EO=1 IR=1 fused[EO+IR:0.60] tracks[#1]
[00173] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00174] DAY      EO=1 IR=1 fused[EO+IR:0.61] tracks[#1]
[00175] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00176] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00177] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00178] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00179] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00180] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00181] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00182] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00183] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00184] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00185] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00186] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00187] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00188] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00189] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00190] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00191] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00192] DAY      EO=2 IR=1 fused[EO+IR:0.64] tracks[#1]
[00193] DAY      EO=2 IR=1 fused[EO+IR:0.63] tracks[#1]
[00194] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00195] DAY      EO=2 IR=1 fused[EO+IR:0.64] tracks[#1]
[00196] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00197] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00198] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00199] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00200] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00201] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00202] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00203] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00204] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00205] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00206] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00207] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00208] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00209] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00210] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00211] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00212] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00213] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00214] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00215] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00216] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00217] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00218] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00219] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00220] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00221] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00222] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00223] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00224] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00225] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00226] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00227] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00228] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00229] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00230] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00231] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00232] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00233] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00234] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00235] DAY      EO=2 IR=1 fused[EO+IR:0.66] tracks[#1]
[00236] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00237] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00238] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00239] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00240] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00241] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00242] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00243] DAY      EO=2 IR=1 fused[EO+IR:0.66] tracks[#1]
[00244] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00245] DAY      EO=2 IR=1 fused[EO+IR:0.64] tracks[#1]
[00246] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00247] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00248] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00249] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00250] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00251] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00252] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00253] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00254] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00255] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00256] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00257] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00258] DAY      EO=2 IR=1 fused[EO+IR:0.65] tracks[#1]
[00259] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00260] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00261] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00262] DAY      EO=2 IR=1 fused[EO+IR:0.65] tracks[#1]
[00263] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00264] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00265] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00266] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00267] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00268] DAY      EO=1 IR=1 fused[EO+IR:0.62] tracks[#1]
[00269] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00270] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00271] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00272] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00273] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00274] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00275] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00276] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00277] DAY      EO=1 IR=1 fused[EO+IR:0.63] tracks[#1]
[00278] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00279] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00280] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00281] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00282] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00283] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00284] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00285] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00286] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00287] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00288] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00289] DAY      EO=1 IR=1 fused[EO+IR:0.64] tracks[#1]
[00290] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00291] DAY      EO=1 IR=1 fused[EO+IR:0.65] tracks[#1]
[00292] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00293] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00294] DAY      EO=1 IR=1 fused[EO+IR:0.66] tracks[#1]
[00295] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00296] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00297] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00298] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00299] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00300] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00301] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00302] DAY      EO=1 IR=1 fused[EO+IR:0.67] tracks[#1]
[00303] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00304] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00305] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00306] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00307] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00308] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00309] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00310] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00311] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00312] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00313] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00314] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00315] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00316] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00317] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00318] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00319] DAY      EO=1 IR=1 fused[EO+IR:0.71] tracks[#1]
[00320] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00321] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00322] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00323] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00324] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00325] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00326] DAY      EO=1 IR=1 fused[EO+IR:0.71] tracks[#1]
[00327] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00328] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00329] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00330] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00331] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00332] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00333] DAY      EO=1 IR=1 fused[EO+IR:0.71] tracks[#1]
[00334] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00335] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00336] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00337] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00338] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00339] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00340] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00341] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00342] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00343] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00344] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00345] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00346] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00347] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00348] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00349] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00350] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00351] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00352] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00353] DAY      EO=1 IR=1 fused[EO+IR:0.70] tracks[#1]
[00354] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00355] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00356] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
[00357] DAY      EO=1 IR=1 fused[EO+IR:0.68] tracks[#1]
[00358] DAY      EO=1 IR=1 fused[EO+IR:0.69] tracks[#1]
